date,region,category,total_sales,total_profit
2024-02-10,South,Technology,445.24,104.94
2024-02-10,East,Furniture,1073.94,201.4
2024-02-10,Central,Furniture,473.24,100.81
2024-02-10,South,Office Supplies,122.44,29.3
2024-02-10,West,Technology,1667.74,205.67000000000002
2024-02-10,East,Office Supplies,1798.41,369.25
2024-02-10,East,Technology,1107.59,153.41
2024-02-11,West,Furniture,2623.16,466.24
2024-02-11,Central,Technology,582.07,49.87
2024-02-11,Central,Office Supplies,643.33,158.17
2024-02-11,East,Technology,2126.1800000000003,386.0
2024-02-11,South,Furniture,980.69,283.4
2024-02-11,East,Office Supplies,291.82,35.47
2024-02-11,West,Office Supplies,313.1,37.25
2024-02-11,South,Technology,1758.58,286.92
2024-02-12,Central,Furniture,263.61,39.58
2024-02-12,West,Office Supplies,618.36,56.41
2024-02-12,South,Technology,934.12,120.96
2024-02-12,West,Technology,1251.8799999999999,361.61
2024-02-12,South,Office Supplies,769.73,89.08
2024-02-12,South,Furniture,835.87,64.5
2024-02-12,East,Furniture,317.12,54.97
2024-02-12,East,Technology,1091.1200000000001,113.71000000000001
2024-02-12,Central,Office Supplies,356.15999999999997,75.78
2024-02-13,Central,Furniture,454.53,54.04
2024-02-13,East,Furniture,106.35,11.61
2024-02-13,East,Office Supplies,687.4,77.98
2024-02-13,South,Office Supplies,279.84,24.51
2024-02-13,South,Furniture,430.46,23.42
2024-02-13,West,Technology,1792.33,288.04999999999995
2024-02-13,Central,Office Supplies,839.57,248.32
2024-02-13,West,Office Supplies,45.03,9.3
2024-02-13,West,Furniture,145.13,28.46
2024-02-13,South,Technology,1702.92,306.07
2024-02-14,Central,Office Supplies,724.9000000000001,187.43
2024-02-14,East,Technology,925.27,86.37
2024-02-14,East,Office Supplies,1236.58,92.4
2024-02-14,Central,Technology,246.97,44.73
2024-02-14,East,Furniture,765.33,94.11
2024-02-14,South,Office Supplies,989.5,271.56
2024-02-14,South,Furniture,576.46,91.51
2024-02-14,South,Technology,859.41,84.11000000000001
2024-02-14,Central,Furniture,220.37,16.3
2024-02-14,West,Technology,600.85,79.01
2024-02-14,West,Furniture,811.1600000000001,44.38
2024-02-14,West,Office Supplies,613.36,50.12
2024-02-15,East,Technology,42.13,5.72
2024-02-15,West,Office Supplies,1485.53,392.46
2024-02-15,South,Technology,686.41,131.29
2024-02-15,Central,Office Supplies,976.28,263.77
2024-02-15,West,Technology,1404.2800000000002,188.45999999999998
2024-02-15,East,Office Supplies,654.41,145.73
2024-02-15,East,Furniture,804.95,142.54
2024-02-15,Central,Technology,896.5,175.18
2024-02-16,South,Technology,682.3,71.71000000000001
2024-02-16,East,Technology,462.67,87.75
2024-02-16,Central,Office Supplies,1836.06,291.63
2024-02-16,Central,Technology,326.8,87.79
2024-02-16,West,Office Supplies,1477.95,294.85
2024-02-16,East,Furniture,672.0,122.51
2024-02-17,Central,Technology,1240.18,112.46000000000001
2024-02-17,East,Technology,23.29,4.2
2024-02-17,West,Technology,679.66,158.99
2024-02-17,Central,Office Supplies,231.24,41.37
2024-02-17,Central,Furniture,1011.46,237.22
2024-02-17,West,Office Supplies,747.69,195.73
2024-02-17,East,Furniture,575.37,64.44
2024-02-17,East,Office Supplies,417.39,54.38
2024-02-18,South,Technology,2099.34,334.84000000000003
2024-02-18,East,Technology,96.0,21.75
2024-02-18,Central,Furniture,1680.79,341.91
2024-02-18,East,Office Supplies,364.47,41.53
2024-02-18,East,Furniture,213.35,30.16
2024-02-18,West,Technology,1065.3400000000001,220.78
2024-02-18,South,Office Supplies,361.38,81.91
2024-02-18,Central,Office Supplies,1670.22,303.84000000000003
2024-02-18,South,Furniture,1592.45,336.94
2024-02-18,West,Furniture,683.72,78.81
2024-02-19,Central,Furniture,186.38,34.41
2024-02-19,East,Furniture,1192.62,163.35
2024-02-19,South,Technology,1280.63,134.0
2024-02-19,South,Office Supplies,652.36,49.02
2024-02-19,Central,Office Supplies,1283.3300000000002,189.29000000000002
2024-02-19,East,Technology,1485.39,214.36
2024-02-19,East,Office Supplies,1404.65,230.2
2024-02-19,West,Office Supplies,527.0,40.37
2024-02-20,East,Technology,2028.36,227.89999999999998
2024-02-20,West,Furniture,1486.15,255.51
2024-02-20,West,Technology,440.86,52.42
2024-02-20,West,Office Supplies,602.16,109.15
2024-02-20,Central,Technology,1280.06,258.9
2024-02-20,South,Furniture,525.87,65.77
2024-02-21,West,Office Supplies,580.49,97.37
2024-02-21,East,Technology,1809.4099999999999,304.69
2024-02-21,South,Technology,505.05,86.18
2024-02-21,South,Furniture,1291.73,254.55
2024-02-21,Central,Furniture,43.19,4.24
2024-02-21,West,Furniture,23.7,6.12
2024-02-22,South,Office Supplies,63.53,6.44
2024-02-22,East,Furniture,447.99,64.32
2024-02-22,South,Furniture,389.86,73.95
2024-02-22,East,Technology,1090.56,115.27
2024-02-22,Central,Technology,892.01,243.76
2024-02-22,West,Furniture,380.69,80.49
2024-02-22,West,Technology,246.81,14.03
2024-02-22,East,Office Supplies,1478.15,269.91999999999996
2024-02-23,East,Technology,875.08,111.41
2024-02-23,South,Furniture,1572.51,322.2
2024-02-23,East,Furniture,391.68,73.7
2024-02-23,West,Office Supplies,898.93,71.98
2024-02-23,West,Furniture,714.19,131.3
2024-02-23,Central,Furniture,1370.38,331.73
2024-02-23,Central,Office Supplies,1526.1100000000001,334.61
2024-02-24,West,Furniture,217.52,33.71
2024-02-24,East,Technology,51.28,4.31
2024-02-24,South,Technology,1420.5700000000002,151.87
2024-02-24,Central,Furniture,1691.1100000000001,399.35
2024-02-24,East,Furniture,1639.6,249.08999999999997
2024-02-24,Central,Office Supplies,818.71,223.51
2024-02-24,South,Office Supplies,377.86,94.53
2024-02-24,West,Technology,1622.0,309.35
2024-02-25,West,Furniture,832.41,85.85
2024-02-25,Central,Technology,782.93,41.44
2024-02-25,East,Technology,1180.01,169.60000000000002
2024-02-25,South,Technology,1052.83,84.4
2024-02-25,East,Office Supplies,1315.77,206.83
2024-02-25,East,Furniture,989.98,185.27
2024-02-25,South,Furniture,698.58,95.11
2024-02-25,Central,Furniture,991.89,246.72
2024-02-26,West,Technology,868.9300000000001,97.00999999999999
2024-02-26,South,Furniture,820.37,222.45
2024-02-26,East,Technology,1188.6799999999998,116.85999999999999
2024-02-26,Central,Furniture,666.45,154.91
2024-02-26,East,Office Supplies,109.32,16.41
2024-02-26,West,Office Supplies,2744.25,581.69
2024-02-26,West,Furniture,655.42,56.37
2024-02-26,South,Technology,1114.9099999999999,150.92
2024-02-27,West,Furniture,1582.12,128.65
2024-02-27,East,Technology,2100.29,501.4
2024-02-27,East,Office Supplies,995.93,270.04
2024-02-27,South,Technology,165.97,32.34
2024-02-27,West,Technology,1461.9700000000003,174.38
2024-02-27,South,Furniture,717.41,184.45
2024-02-27,Central,Furniture,1482.95,208.92000000000002
2024-02-28,South,Technology,866.54,224.84
2024-02-28,Central,Technology,559.97,78.35
2024-02-28,West,Furniture,908.18,209.32
2024-02-28,East,Office Supplies,509.31,105.01
2024-02-28,Central,Office Supplies,46.8,2.95
2024-02-28,Central,Furniture,120.99,36.22
2024-02-28,South,Office Supplies,695.1800000000001,177.89
2024-02-28,East,Furniture,1398.16,279.38
2024-02-28,South,Furniture,1430.44,188.22
2024-02-29,Central,Technology,681.77,190.13
2024-02-29,East,Technology,930.69,66.39
2024-02-29,East,Office Supplies,752.97,133.93
2024-02-29,Central,Furniture,218.71,24.59
2024-02-29,South,Furniture,934.9,65.43
2024-02-29,East,Furniture,671.49,56.82
2024-02-29,West,Furniture,1661.3,293.62
2024-02-29,South,Office Supplies,1793.4100000000003,219.91
2024-03-01,East,Office Supplies,277.81,40.3
2024-03-01,Central,Technology,1333.6799999999998,243.39
2024-03-01,West,Technology,418.8,60.47
2024-03-01,South,Office Supplies,721.57,132.2
2024-03-01,East,Technology,227.21,32.46
2024-03-01,South,Furniture,224.41,49.38
2024-03-01,Central,Office Supplies,2166.98,369.67999999999995
2024-03-01,Central,Furniture,229.31,30.39
2024-03-02,East,Furniture,35.96,6.84
2024-03-02,South,Technology,1080.01,269.88
2024-03-02,South,Furniture,856.1,125.82
2024-03-02,Central,Furniture,50.9,9.55
2024-03-02,West,Office Supplies,353.53,95.48
2024-03-02,West,Technology,293.39,73.5
2024-03-02,East,Technology,782.6999999999999,138.32
2024-03-02,West,Furniture,1113.49,244.07999999999998
2024-03-03,Central,Furniture,992.45,119.2
2024-03-03,East,Furniture,599.99,125.13
2024-03-03,East,Technology,1490.46,226.74
2024-03-03,Central,Office Supplies,308.17,80.99
2024-03-03,Central,Technology,440.58,95.69
2024-03-03,East,Office Supplies,695.92,79.24
2024-03-03,South,Furniture,263.96,62.72
2024-03-03,West,Technology,667.6899999999999,88.41
2024-03-03,West,Furniture,1353.38,383.46999999999997
2024-03-04,East,Furniture,67.28,9.98
2024-03-04,Central,Office Supplies,144.68,30.03
2024-03-04,West,Office Supplies,495.98,92.1
2024-03-04,Central,Technology,395.95,21.31
2024-03-04,South,Office Supplies,1013.3299999999999,133.03
2024-03-04,Central,Furniture,283.61,38.29
2024-03-04,West,Furniture,966.38,287.33
2024-03-04,West,Technology,816.7,188.81
2024-03-04,East,Technology,52.5,6.87
2024-03-04,East,Office Supplies,1813.6,342.72
2024-03-04,South,Technology,165.96,45.35
2024-03-05,Central,Furniture,1650.88,319.73
2024-03-05,Central,Technology,1590.85,237.74
2024-03-05,East,Technology,647.75,165.36
2024-03-05,West,Office Supplies,3032.63,402.83
2024-03-05,South,Office Supplies,1810.83,191.68
2024-03-05,East,Office Supplies,696.73,45.29
2024-03-05,East,Furniture,344.64,38.1
2024-03-05,South,Technology,1659.15,294.65000000000003
2024-03-06,South,Technology,1717.85,305.71999999999997
2024-03-06,South,Office Supplies,1545.1,221.17
2024-03-06,Central,Technology,722.47,74.73
2024-03-06,East,Office Supplies,272.5,38.47
2024-03-06,West,Office Supplies,793.0899999999999,99.33000000000001
2024-03-06,East,Furniture,469.96000000000004,49.79
2024-03-07,East,Technology,1690.9299999999998,481.13
2024-03-07,West,Furniture,857.51,162.06
2024-03-07,Central,Office Supplies,940.36,181.47
2024-03-07,Central,Technology,128.25,36.89
2024-03-07,South,Technology,987.23,59.769999999999996
2024-03-07,South,Furniture,408.69,45.37
2024-03-07,East,Furniture,556.15,129.84
2024-03-07,Central,Furniture,152.41,14.89
2024-03-07,West,Technology,242.05,55.43
2024-03-08,South,Furniture,842.72,78.6
2024-03-08,East,Office Supplies,820.23,244.63
2024-03-08,Central,Office Supplies,1350.99,142.12
2024-03-08,East,Furniture,20.53,4.42
2024-03-08,West,Furniture,687.81,63.05
2024-03-08,West,Office Supplies,741.27,158.2
2024-03-08,Central,Technology,1642.7100000000003,337.09
2024-03-08,West,Technology,894.1,134.53
2024-03-08,Central,Furniture,435.92,64.04
2024-03-08,East,Technology,143.56,39.74
2024-03-09,South,Technology,667.85,179.34
2024-03-09,West,Office Supplies,988.08,86.22
2024-03-09,West,Furniture,2125.53,357.87
2024-03-09,South,Furniture,684.74,131.88
2024-03-09,South,Office Supplies,883.92,53.01
2024-03-09,Central,Furniture,845.89,188.22
2024-03-09,Central,Technology,498.68,129.38
2024-03-09,East,Technology,894.26,234.65
2024-03-09,West,Technology,2720.2599999999998,487.94
2024-03-10,Central,Office Supplies,637.98,92.36
2024-03-10,East,Office Supplies,959.02,145.15
2024-03-10,South,Office Supplies,808.27,101.27000000000001
2024-03-10,Central,Technology,684.56,183.98000000000002
2024-03-10,West,Office Supplies,679.19,87.28
2024-03-10,East,Technology,562.32,164.95
2024-03-10,South,Furniture,979.15,239.58
2024-03-11,West,Technology,599.53,132.94
2024-03-11,Central,Office Supplies,1372.89,277.59000000000003
2024-03-11,East,Furniture,217.02,55.64
2024-03-11,South,Technology,605.27,123.11
2024-03-11,East,Technology,550.98,92.75
2024-03-11,South,Office Supplies,516.21,81.05
2024-03-11,West,Furniture,908.93,58.37
2024-03-11,Central,Technology,968.43,255.5
2024-03-12,West,Technology,86.49,9.31
2024-03-12,West,Office Supplies,99.25,18.78
2024-03-12,South,Technology,931.84,122.46
2024-03-12,West,Furniture,669.33,108.28
2024-03-12,Central,Furniture,1852.8600000000001,237.87
2024-03-12,Central,Office Supplies,574.09,155.78
2024-03-12,South,Office Supplies,919.96,230.32
2024-03-12,East,Office Supplies,548.0,84.16
2024-03-12,South,Furniture,868.71,211.43
2024-03-13,South,Furniture,460.09000000000003,74.63
2024-03-13,West,Office Supplies,573.3000000000001,110.21000000000001
2024-03-13,West,Technology,60.6,7.54
2024-03-13,South,Office Supplies,882.79,229.24
2024-03-13,East,Office Supplies,1888.1399999999999,403.94000000000005
2024-03-13,South,Technology,911.73,142.82
2024-03-13,Central,Furniture,581.13,129.01
2024-03-13,West,Furniture,1005.4200000000001,266.01
2024-03-14,Central,Office Supplies,1181.5700000000002,168.34
2024-03-14,West,Technology,277.73,19.04
2024-03-14,West,Office Supplies,589.5600000000001,63.47
2024-03-14,East,Office Supplies,879.23,133.79
2024-03-14,East,Furniture,226.54,44.23
2024-03-14,West,Furniture,147.53,22.56
2024-03-14,South,Furniture,1489.32,377.57
2024-03-14,East,Technology,176.14,45.25
2024-03-14,Central,Furniture,174.02,24.38
2024-03-14,South,Technology,238.34,42.81
2024-03-15,South,Furniture,513.84,42.98
2024-03-15,Central,Office Supplies,1081.04,130.33
2024-03-15,West,Office Supplies,955.51,206.15
2024-03-15,South,Office Supplies,515.57,51.18
2024-03-15,East,Furniture,1756.21,258.57
2024-03-15,West,Technology,374.78999999999996,81.61000000000001
2024-03-15,East,Technology,142.3,22.8
2024-03-15,Central,Furniture,1912.4900000000002,381.78999999999996
2024-03-15,West,Furniture,140.9,16.54
2024-03-15,Central,Technology,187.63,38.69
2024-03-16,Central,Technology,324.2,52.84
2024-03-16,South,Furniture,134.5,15.01
2024-03-16,East,Furniture,456.86,53.35
2024-03-16,East,Office Supplies,1592.98,174.37
2024-03-16,West,Office Supplies,141.6,13.9
2024-03-17,South,Technology,128.46,37.57
2024-03-17,Central,Furniture,367.76,82.6
2024-03-17,East,Technology,391.03999999999996,69.21000000000001
2024-03-17,Central,Office Supplies,900.48,149.94
2024-03-17,East,Office Supplies,809.53,108.44999999999999
2024-03-17,South,Office Supplies,851.26,97.4
2024-03-17,West,Technology,440.62,99.52
2024-03-17,West,Furniture,823.62,179.62
2024-03-17,Central,Technology,1422.58,113.23
2024-03-17,South,Furniture,1312.57,291.65999999999997
2024-03-17,East,Furniture,1475.4,229.61
2024-03-18,South,Technology,532.88,95.99
2024-03-18,South,Furniture,985.4100000000001,131.7
2024-03-18,East,Technology,525.21,82.62
2024-03-18,Central,Technology,953.3299999999999,159.8
2024-03-18,Central,Office Supplies,598.78,64.34
2024-03-18,East,Office Supplies,1459.8400000000001,181.21
2024-03-18,East,Furniture,920.39,274.39
2024-03-18,West,Office Supplies,940.71,188.11
2024-03-18,West,Furniture,510.84,121.91
2024-03-18,West,Technology,551.84,159.78
2024-03-19,South,Technology,493.68,136.71
2024-03-19,South,Office Supplies,664.77,59.82
2024-03-19,East,Furniture,1172.52,174.82
2024-03-19,West,Technology,505.89,103.29
2024-03-19,East,Technology,151.42,13.35
2024-03-20,East,Technology,580.45,100.23
2024-03-20,Central,Technology,556.97,153.35
2024-03-20,East,Furniture,91.45,26.25
2024-03-20,South,Furniture,1508.6000000000001,124.34
2024-03-20,South,Technology,386.55,34.96
2024-03-21,Central,Furniture,250.42,43.91
2024-03-21,West,Office Supplies,486.3,51.7
2024-03-21,Central,Technology,62.3,8.57
2024-03-21,West,Furniture,924.29,114.48
2024-03-21,East,Technology,210.91,27.54
2024-03-21,Central,Office Supplies,842.36,213.09
2024-03-21,South,Office Supplies,1798.4299999999998,395.2
2024-03-22,West,Office Supplies,363.59,31.79
2024-03-22,Central,Office Supplies,231.3,53.97
2024-03-22,East,Furniture,675.89,126.2
2024-03-22,South,Furniture,403.5,88.98
2024-03-22,East,Office Supplies,28.78,2.0
2024-03-22,Central,Furniture,860.18,93.57
2024-03-22,East,Technology,1706.44,293.58
2024-03-22,Central,Technology,64.94,14.89
2024-03-23,East,Office Supplies,451.65,117.33
2024-03-23,West,Furniture,1159.49,259.05
2024-03-23,South,Furniture,667.48,38.79
2024-03-23,West,Office Supplies,939.48,87.21
2024-03-23,South,Technology,830.08,202.76999999999998
2024-03-23,South,Office Supplies,496.94,91.61
2024-03-23,Central,Office Supplies,785.81,106.88
2024-03-24,Central,Technology,1283.3799999999999,176.29
2024-03-24,West,Technology,850.07,75.36
2024-03-24,East,Technology,1697.9299999999998,233.43
2024-03-24,West,Office Supplies,985.98,177.78
2024-03-24,Central,Furniture,697.96,75.0
2024-03-24,East,Furniture,257.46,22.1
2024-03-24,South,Office Supplies,646.45,136.96
2024-03-25,Central,Office Supplies,288.55,63.49
2024-03-25,South,Furniture,878.34,101.75
2024-03-25,East,Office Supplies,515.43,40.32
2024-03-25,East,Technology,582.6300000000001,113.56
2024-03-25,West,Furniture,281.62,18.28
2024-03-25,East,Furniture,1499.82,255.68
2024-03-25,Central,Technology,514.03,84.05000000000001
2024-03-25,West,Office Supplies,878.6099999999999,195.32000000000002
2024-03-26,Central,Office Supplies,1589.75,196.8
2024-03-26,Central,Technology,695.91,148.02
2024-03-26,East,Technology,434.94,61.09
2024-03-26,South,Technology,502.97,113.52
2024-03-26,West,Furniture,775.66,224.48
2024-03-26,West,Technology,2326.0199999999995,392.07000000000005
2024-03-27,East,Furniture,282.67,75.31
2024-03-27,South,Furniture,1325.52,307.39
2024-03-27,East,Technology,1660.4499999999998,313.38
2024-03-27,East,Office Supplies,779.97,63.51
2024-03-27,West,Technology,803.7,137.29
2024-03-27,Central,Office Supplies,406.53000000000003,79.6
2024-03-27,South,Office Supplies,709.53,86.87
2024-03-28,Central,Furniture,293.68,27.49
2024-03-28,South,Office Supplies,1319.75,271.48
2024-03-28,Central,Technology,604.82,66.94
2024-03-28,West,Office Supplies,492.79,135.17
2024-03-28,East,Furniture,1148.21,262.76
2024-03-28,West,Technology,78.23,22.58
2024-03-28,South,Furniture,194.42,30.58
2024-03-28,East,Technology,626.02,129.93
2024-03-28,Central,Office Supplies,1693.57,263.82
2024-03-28,West,Furniture,437.55,28.59
2024-03-29,Central,Technology,89.3,11.17
2024-03-29,East,Furniture,624.02,171.1
2024-03-29,West,Technology,158.8,14.35
2024-03-29,West,Office Supplies,702.94,62.400000000000006
2024-03-29,West,Furniture,1498.6599999999999,164.97
2024-03-29,South,Furniture,125.63,15.74
2024-03-29,Central,Office Supplies,1365.1,275.23
2024-03-29,South,Technology,744.9300000000001,155.11
2024-03-30,West,Technology,687.42,112.67
2024-03-30,West,Office Supplies,858.21,228.82
2024-03-30,West,Furniture,1490.2800000000002,207.49
2024-03-30,East,Technology,730.71,145.12
2024-03-30,East,Office Supplies,941.0699999999999,113.78999999999999
2024-03-30,South,Office Supplies,338.59,29.96
2024-03-30,Central,Technology,319.13,77.71
2024-03-30,East,Furniture,283.68,58.13
